INSERT INTO names (ID,name,type,gender) VALUES (0, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (852, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (853, Хэмиш, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (854, Ватсон, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (855, Холмс, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (856, Хитроу, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (857, Хитроу, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (858, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (859, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (860, Бонд, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (861, Эйр, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (862, Бонд, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (863, Эйр, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (864, Бонд, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (865, Эйр, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (866, Бонд, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (867, Эйр, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (868, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (869, Прошу, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (870, Холмс, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (871, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (872, Хадсон, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (873, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (874, Холмс, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (875, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (876, Холмс, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (877, Шерлоку, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (878, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (879, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (880, Джим, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (881, Мориарти, фам, мж);
INSERT INTO names (ID,name,type,gender) VALUES (882, Холмс, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (883, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (884, Холмс, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (885, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (886, Ватсон, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (887, Ирэн, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (888, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (889, Холмс, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (890, Шерлоку, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (891, Ирэн, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (892, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (893, Холмс, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (894, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (895, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (896, Тем, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (897, Хадсон, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (898, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (899, Из, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (900, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (901, Найт, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (902, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (903, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (904, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (905, Холмс, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (906, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (907, Кирсти, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (908, Дартмур, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (909, Дартмуре, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (910, Портон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (911, Мировой, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (912, Дартмуре, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (913, Холмс, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (914, Меня, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (915, Холмс, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (916, Девоншир, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (917, Генри, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (918, Холмс, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (919, Девоншира, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (920, Найт, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (921, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (922, Эксетера, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (923, Генри, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (924, Мортимер, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (925, Луиза, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (926, Мортимер, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (927, Дартмур, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (928, Джона, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (929, Мортимер, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (930, Найт, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (931, Девоншир, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (932, Холмс, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (933, Холмс, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (934, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (935, Джона, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (936, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (937, Дартмур, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (938, Генри, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (939, Хадсон, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (940, Донкастере, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (941, Документалку, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (942, Генри, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (943, Найта, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (944, Билли, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (945, Гари, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (946, Лады, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (947, Генри, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (948, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (949, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (950, Портон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (951, Холмс, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (952, Лайонс, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (953, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (954, Ватсон, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (955, Бэрримору, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (956, Майкл, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (957, Харлоу, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (958, Стэплтон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (959, Стэплтон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (960, Стэплтон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (961, Стэплтон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (962, Стэплтон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (963, Бэрримор, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (964, Холмс, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (965, Холмс, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (966, Холмса, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (967, Рад, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (968, Холмсом, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (969, Вене, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (970, Вене, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (971, Холмс, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (972, Головой, фам, жен);
INSERT INTO names (ID,name,type,gender) VALUES (973, Генри, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (974, Найта, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (975, Шерлоку, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (976, Холмсу, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (977, Ватсон, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (978, Генри, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (979, Найта, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (980, Генри, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (981, Фрэнклэнд, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (982, Холмс, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (983, Стэплтон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (984, Кирсти, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (985, Кирсти, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (986, Стэплтон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (987, Стэплтон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (988, Шерлока, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (989, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (990, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (991, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (992, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (993, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (994, Фрэнклэнда, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (995, Боб, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (996, Джоном, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (997, Боб, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (998, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (999, Генри, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1000, Генри, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1001, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1002, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1003, Генри, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1004, Генри, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1005, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1006, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1007, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1008, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1009, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1010, Шерше, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1011, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1012, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1013, Селден, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1014, Генри, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1015, Генри, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1016, Генри, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1017, Ватсон, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1018, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1019, Холмс, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1020, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1021, Мортимер, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1022, Генри, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1023, Боб, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1024, Фрэнклэнд, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1025, Шерлоку, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1026, Стэплтон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1027, Холмс, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1028, Неа, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1029, Луизы, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (1030, Мортимер, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1031, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1032, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1033, Холмс, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1034, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1035, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1036, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1037, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1038, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1039, Грег, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1040, Грег, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1041, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1042, Кофе, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1043, Гари, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (1044, Кэла, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1045, Билли, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1046, Мило, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1047, Аспергера, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1048, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1049, Бэрримора, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (1050, Стэплтон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1051, Костелло, фам, мж);
INSERT INTO names (ID,name,type,gender) VALUES (1052, Холмс, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1053, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1054, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1055, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1056, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1057, Прошу, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1058, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1059, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1060, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1061, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1062, Стэплтон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1063, Кирсти, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (1064, Долли, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (1065, Генри, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1066, Найт, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1067, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1068, Генри, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1069, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1070, Бэрримора, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (1071, Ганнибала, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1072, Роммеля, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1073, Черчилля, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1074, Черчилль, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1075, Маргарет, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (1076, Тэтчер, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1077, Бэрримор, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1078, Черчилль, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1079, Тэтчер, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1080, Бэрримор, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1081, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1082, Боб, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1083, Фрэнклэнд, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1084, Боб, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1085, Генри, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1086, Луиза, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (1087, Мортимер, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1088, Луиза, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (1089, Генри, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1090, Генри, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1091, Идите, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1092, Генри, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1093, Генри, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1094, Генри, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1095, Генри, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1096, Генри, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1097, Генри, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1098, Генри, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1099, Генри, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1100, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1101, Генри, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1102, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1103, Генри, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1104, Генри, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1105, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1106, Генри, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1107, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1108, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1109, Генри, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1110, Генри, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1111, Генри, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1112, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1113, Фрэнклэнд, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1114, Фрэнклэнд, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1115, Фрэнклэнд, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1116, Билл, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1117, Бэрримором, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1118, ШЕРЛОК, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1119, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1120, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1121, Холмс, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1122, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1123, Тернера, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1124, Шерлока, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1125, Холмса, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1126, Шерлока, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1127, Холмса, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1128, Питер, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1129, Риколетти, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (1130, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1131, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1132, Холмс, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1133, Сью, имя, мж);
INSERT INTO names (ID,name,type,gender) VALUES (1134, Бо, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1135, Ник, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1136, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1137, Ватсон, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1138, Джона, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1139, Ватсона, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1140, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1141, Ватсон, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1142, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1143, Шерлока, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1144, Холмса, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1145, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1146, Тауэр, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1147, Генри, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1148, Фишгард, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1149, Боу, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1150, Датч, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1151, Телекомс, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1152, Харви, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1153, Тауэра, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1154, Пентонвилля, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1155, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1156, Тауэр, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1157, Хилл, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1158, Джим, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1159, Мориарти, фам, мж);
INSERT INTO names (ID,name,type,gender) VALUES (1160, ШЕРЛОКА, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1161, Холмс, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1162, Холмс, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1163, Олд, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1164, Бейли, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1165, Джеймсом, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1166, Мориарти, фам, мж);
INSERT INTO names (ID,name,type,gender) VALUES (1167, Джеймс, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1168, Мориарти, фам, мж);
INSERT INTO names (ID,name,type,gender) VALUES (1169, Олд, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1170, Бейли, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1171, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1172, Холмс, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1173, Мориарти, фам, мж);
INSERT INTO names (ID,name,type,gender) VALUES (1174, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1175, Холмс, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1176, Китти, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1177, Райли, имя, мж);
INSERT INTO names (ID,name,type,gender) VALUES (1178, Рада, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (1179, Джоном, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1180, Ватсоном, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1181, Джеймс, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1182, Мориарти, фам, мж);
INSERT INTO names (ID,name,type,gender) VALUES (1183, Холмс, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1184, Холмс, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1185, Джеймс, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1186, Мориарти, фам, мж);
INSERT INTO names (ID,name,type,gender) VALUES (1187, Холмс, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1188, Соррел, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1189, Холмс, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1190, Холмс, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1191, Холмс, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1192, Соррел, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1193, Мориарти, фам, мж);
INSERT INTO names (ID,name,type,gender) VALUES (1194, Тауэр, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1195, Мориарти, фам, мж);
INSERT INTO names (ID,name,type,gender) VALUES (1196, Мориарти, фам, мж);
INSERT INTO names (ID,name,type,gender) VALUES (1197, Крейхилл, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1198, Тем, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1199, Джеймс, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1200, Мориарти, фам, мж);
INSERT INTO names (ID,name,type,gender) VALUES (1201, Мориарти, фам, мж);
INSERT INTO names (ID,name,type,gender) VALUES (1202, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1203, Шер, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1204, Бах, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1205, Прошу, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1206, Бах, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1207, Тем, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1208, Тауэр, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1209, Тауэре, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1210, Джон, имя, муж);
